product_name,product_name_es,energy-kcal_100g,proteins_100g,carbohydrates_100g,fat_100g,fiber_100g,nova_group,nutrition_grades,food_groups_tags
Coffee Mate,Coffee Mate,,,,,,,unknown,[]
Sorbet de Açai con Guaraná,Sorbet de Açai con Guaraná,137.5,2.5,26.25,2.5,2.5,,c,[]
Mah! Pure Love First Cookies Clásicas,Mah! Pure Love First Cookies Clásicas,,,,,,4,not-applicable,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Baby Evolution,Baby Evolution,60,0,14,0,,,e,"['en:fruits-and-vegetables', 'en:fruits']"
Baby Gü Compota de Frutas Mixtas,Baby Gü Compota de Frutas Mixtas,53.0973451327434,0.884955752212389,13.2743362831858,0,1.76991150442478,,c,"['en:fruits-and-vegetables', 'en:fruits']"
Compota Mah Manzana,Compota Mah Manzana,44.4444444444444,0,10,0,1.11111111111111,,b,"['en:fruits-and-vegetables', 'en:fruits']"
Italo Chocolatina Sabor a Durazno,Italo Chocolatina Sabor a Durazno,521.739130434783,0,65.2173913043478,28.2608695652174,,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Milo,Milo,,,,,,4,unknown,[]
Spaghetti Doria,Spaghetti Doria,,,,,,,unknown,[]
Palomitas Caramelo,Palomitas Caramelo,,,,,,,unknown,[]
Té Verde Frutos Rojos & Miel de Abejas,Té Verde Frutos Rojos & Miel de Abejas,,,,,,,unknown,[]
Canola Life Margarina,Canola Life Margarina,500,0,0,60,,,unknown,[]
Sour cream,,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Mayonesa,Mayonesa,400,0,6.66666666666667,40,0,4,e,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Sapito Rellenos con Leche y Cereales,Sapito Rellenos con Leche y Cereales,531,5.8,60,30,1.2,4,e,"['en:sugary-snacks', 'en:chocolate-products']"
Surtiarepas,Surtiarepas,,,,,,4,unknown,[]
Costa Maxi Chips,Costa Maxi Chips,483,4.3,67.3,21.8,3,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Lomitos de Atún en Agua,Lomitos de Atún en Agua,,,,,,,unknown,[]
Vinagre Blanco,Vinagre Blanco,,,,,,2,not-applicable,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Jamón serrano,,,,,,,3,unknown,"['en:fish-meat-eggs', 'en:processed-meat']"
La Constancia Mayonesa,La Constancia Mayonesa,,,,,,4,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Dux Original,Dux Original,467.625899280576,7.19424460431655,64.7482014388489,21.5827338129496,0,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Café Instantáneo Granulado,Café Instantáneo Granulado,,,,,,,unknown,[]
Galletas Sandwich Limón,Galletas Sandwich Limón,470.588235294118,5.88235294117647,76.4705882352941,14.7058823529412,0,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Taeq Arroz Integral,Taeq Arroz Integral,360,10,74,3,4,,b,"['en:cereals-and-potatoes', 'en:cereals']"
Taeq Pasta Multicereal Sedani,Taeq Pasta Multicereal Sedani,337.5,7.5,77.5,0,5,,a,"['en:cereals-and-potatoes', 'en:cereals']"
Manitoba Arándanos Deshidratados,Manitoba Arándanos Deshidratados,333.333333333333,0,86.6666666666667,0,6.66666666666667,3,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Rocklets Galletas sabor Vainilla,Rocklets Galletas sabor Vainilla,462,6.2,66,19,1.4,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Gel'hada Frutos Rojos,Gel'hada Frutos Rojos,375,25,75,0,,4,e,[]
Natural Light Alcachofa,Natural Light Alcachofa,0,0,0,0,,4,unknown,[]
Standardized Saw Palmetto,Standardized Saw Palmetto,,,,,,,unknown,[]
Frutiño Limonada,Frutiño Limonada,,,,,,,unknown,"['en:beverages', 'en:sweetened-beverages']"
Free Zen Deditos con Proteína Recubiertos con Chocolate,Free Zen Deditos con Proteína Recubiertos con Chocolate,433.333333333333,16.6666666666667,46.6666666666667,30,10,,unknown,[]
Anellini 75,Anellini 75,355,13,72,1.7,,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Mermelada de Fresa,Mermelada de Fresa,300,0,73.3333333333333,0,0,,d,"['en:sugary-snacks', 'en:sweets']"
Surtiarepa,,,,,,,4,unknown,[]
Todo Rico Criollo,,400,10,46,20,2,,unknown,[]
Hit Refresh Naranja,Hit Refresh Naranja,12.5,0,3,0,,,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Old England Toffee Mint,Old England Toffee Mint,429.5,2.1,83,9.9,0,4,e,"['en:sugary-snacks', 'en:sweets']"
Margarita Natural,Margarita Natural,508,8,52,32,5.2,,d,[]
Frijol Caraota,,333.333333333333,18.3333333333333,,,,,unknown,[]
Froot Loops,Froot Loops,400,6.66666666666667,86.6666666666667,3.33333333333333,3.33333333333333,4,e,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
apanalisto,apanalisto,,,,,,,unknown,[]
PAM Original,PAM Original,0,0,0,0,,4,a,[]
Chubi,Chubi,,,,,,4,unknown,"['en:sugary-snacks', 'en:chocolate-products']"
Buchanan Deluxe 12 Years,Buchanan Deluxe 12 Years,,,,,,,not-applicable,['en:alcoholic-beverages']
Bitty Fit Snacks Cookieland,Bitty Fit Snacks Cookieland,450,5,40,32.5,2.5,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Cuisine & Co Griego Natural,Cuisine & Co Griego Natural,52,7.33333333333333,4.93333333333333,0.333333333333333,0,1,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Pasta de arroz,,351,6.7,82,0,1.9,,unknown,[]
,,,,,,,,unknown,[]
Ducales,Ducales,461.538461538462,6.15384615384615,70.7692307692308,18.4615384615385,0,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Chocolate Jet,Chocolate Jet,170,2,17,10,0,,d,"['en:sugary-snacks', 'en:chocolate-products']"
Gala Vainilla,Gala Vainilla,380.952380952381,7.14285714285714,47.6190476190476,19.047619047619,2.38095238095238,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Lentejas La Frijolera,Lentejas La Frijolera,366.666666666667,25,63.3333333333333,0.833333333333333,10,,a,"['en:cereals-and-potatoes', 'en:legumes']"
Tostadas multicereal,,,,,,,,unknown,[]
Yaourt artisanal Nature,,67.5,3.8,5.3,3.8,,,unknown,[]
Gelatina kedeli light,,,,,,,4,unknown,[]
Nescafé Dolca,Nescafé Dolca,,,,,,,unknown,[]
Bao. profesional,,,,,,,4,unknown,[]
Gummi Zone Burger,Gummi Zone Burger,350,5,80,0,0,,e,"['en:sugary-snacks', 'en:sweets']"
Nailon,,,,,,,,unknown,[]
Margarita Onduladas Tomate,Margarita Onduladas Tomate,531.25,6.25,56.25,31.25,0,4,e,"['en:salty-snacks', 'en:appetizers']"
Doritos,,150,2,19,3,2,,unknown,[]
hit refresco 2.5litros $5mil,hit refresco 2.5litros $5mil,,,,,,,unknown,[]
hit refrsco 2.5litros $5mil,hit refrsco 2.5litros $5mil,,,,,,,unknown,[]
Barbacon Tocineta Ahumada de Cerdo,Barbacon Tocineta Ahumada de Cerdo,285.714285714286,14.2857142857143,4.76190476190476,21.4285714285714,0,,e,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
Hatsu Veggiedrink - Bebida con Avellana Sabor Original,Hatsu Veggiedrink - Bebida con Avellana Sabor Original,25,0.5,4,0.75,1,,c,"['en:beverages', 'en:plant-based-milk-substitutes']"
77010013519872,,15,3,1,,,,unknown,[]
Chocolate choco lyne,,130,2,12,8,1,,unknown,[]
Chips de plátano maduro con sal marina,Chips de plátano maduro con sal marina,481,2.6,70,23,8.1,3,e,"['en:fruits-and-vegetables', 'en:fruits']"
Gomitas con colágeno,,50,1,11,0,0,,unknown,[]
Galletas wafer vainilla,,170,2,19,10,,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
MI quesito,,266.666666666667,16.6666666666667,,23.3333333333333,,,unknown,[]
Fusilli,fusilli,356.25,13.75,75,1.25,5.125,,unknown,[]
Mulai,,60,8.4,,,,,unknown,[]
Máh! Pure Love Tres Cereales,Máh! Pure Love Tres Cereales,366.666666666667,10,83.3333333333333,0,3.33333333333333,,c,"['en:cereals-and-potatoes', 'en:cereals']"
Helado Gourmet,Helado Gourmet,174.603174603175,4.76190476190476,19.047619047619,9.52380952380952,0,,c,"['en:milk-and-dairy-products', 'en:ice-cream']"
Cerebritos Rellenos,Cerebritos Rellenos,323,3.8,77,0,0,4,e,"['en:sugary-snacks', 'en:sweets']"
Bebida Láctea Fresa,Bebida Láctea Fresa,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Alpina Baby +Plus 3,Alpina Baby +Plus 3,,,,,,,unknown,[]
Trolli Ana y Conda,Trolli Ana y Conda,346.153846153846,,,0,0,,unknown,"['en:sugary-snacks', 'en:sweets']"
Leche Deslactosada,Leche Deslactosada,45.8333333333333,2.91666666666667,5,1.66666666666667,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Trocitos de pollo,,90,1,3,5,,,unknown,[]
Atún,Atún,163.636363636364,23.6363636363636,0,6.36363636363636,0,,b,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Plátanos verdes,,500,2.5,72.5,22.5,5,,unknown,[]
Chai en polvo,,500,,100,,,,unknown,[]
Leche entera,,58.3333333333333,2.91666666666667,4.16666666666667,3.33333333333333,,,unknown,[]
Mortadela,,212.121212121212,12.1212121212121,6.06060606060606,15.1515151515151,,,unknown,[]
FIT BAR Chocolate,,180,25,22,4,1,4,unknown,[]
Agua de rosas,,,,,,,4,unknown,[]
Lyne fresa sin azúcar,,304.347826086957,8.69565217391304,78.2608695652174,2.17391304347826,4.34782608695652,,unknown,[]
NAN OPTIPRO 2,NAN OPTIPRO 2,,,,,,4,not-applicable,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Crema,,166.666666666667,,,,,,unknown,[]
Papas fritas,Rapi Papas Delgadas,139,2.5,22.5,4.12,2.75,,unknown,[]
Maggi Crema de Pollo x 76 gr,Maggi Crema de Pollo x 76 gr,400,13.333333333333,60,10,0,,unknown,"['en:composite-foods', 'en:one-dish-meals']"
Queso Pera Piccolinos,,300,23.3333333333333,20,,,,unknown,[]
Festival,,484.848484848485,6.06060606060606,78.7878787878788,15.1515151515151,3.03030303030303,,unknown,[]
Canneberges et pommes,,238.09523809524,8.8095238095238,45.238095238095,2.6190476190476,5,,unknown,[]
Açaí,,666.666666666667,,,50,,,unknown,[]
Colman's Salsa Soya,Colman's Salsa Soya,,,,,,4,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Frescampo Salsa de Tomate,Frescampo Salsa de Tomate,,,,,,4,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Pechuga de pavo,,111.111111111111,13.8888888888889,,2.77777777777778,,,unknown,[]
Chorizó,,238.095238095238,14.2857142857143,,19.047619047619,,,unknown,[]
isolate,isolate,,,,,,,unknown,[]
Casino sabor Vainilla,Casino sabor Vainilla,488,4.65,67.4418604651163,20.9302325581395,2.32558139534884,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Panecitos Aliñados,Panecitos Aliñados,,,,,,,unknown,[]
Paccheri Napoletani 80,Paccheri Napoletani 80,355,13,72,1.7,,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Galletas con relleno sabor a mora MOMENTS,,454,3.3,83.8,11.7,1.8,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Bianchi,,,,,,,4,unknown,[]
Platanitos,,150,1,21,7,2,,unknown,[]
Te Deluxe Matcha Latte,Te Deluxe Matcha Latte,42,1,5,2,1,,unknown,[]
Pizza chorizos,,209,8,30,5.59999990463257,0.100000001490116,,unknown,[]
Avena en hojuelas alkosto,,80,3,17,1,6,,unknown,[]
Shoyu Tradicional,Shoyu Tradicional,57,2.5,11.8,0.1,,4,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Champiñones Tajados,Champiñones Tajados,33.3333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,4,c,"['en:fruits-and-vegetables', 'en:vegetables']"
Barra de cereal,,100,2,12,4.5,,,unknown,[]
Yogur Casero,Yogur Casero,72.5,2.5,10,2.5,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Arepa con Margarina y Sal,Arepa con Margarina y Sal,190,3,29,7,4,,unknown,[]
Creatine Micronized,Creatine Micronized,,,,,,,unknown,[]
Chorizo Antioqueño,Chorizo Antioqueño,292,17,7.2,21,0,,unknown,[]
Yogurt Baby Gu Alpina,,42.8571428571429,2,5.42857142857143,1.52380952380952,0,,unknown,[]
7707799584768,,60,4,10,,,,unknown,[]
Yogur griego,,100,7,17,,,,unknown,[]
Oreo,Oreo,170,2,26,60,1,,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Sketos,,60,4,10,,,,unknown,[]
Kythos Onditas Mayonesa,Kythos Onditas Mayonesa,533.333333333333,3.33333333333333,50,36.6666666666667,3.33333333333333,,e,"['en:salty-snacks', 'en:appetizers']"
Arándano,Arándano,276,0,69,0,0,4,d,"['en:sugary-snacks', 'en:sweets']"
Tortilla,,288.888888888889,8.88888888888889,46.6666666666667,6.66666666666667,11.1111111111111,,unknown,[]
Chocolate Luker Tradicional,,630,12,25,53,17,,unknown,[]
Origami,,100,2,20,1,6,,unknown,[]
Avena  len hojuelas,,60,2,10,1,2,,unknown,[]
Taeq Gelatina Mora,Taeq Gelatina Mora,,,,,,,unknown,[]
Yococo,,150,2,5,14,3,,unknown,[]
Yococo,,107.142857142857,1.42857142857143,3.57142857142857,10,2.14285714285714,,unknown,[]
Quipito,,363.636363636364,4.54545454545455,72.7272727272727,9.09090909090909,,,unknown,[]
Marypas Macarrón Corto,Marypas Macarrón Corto,,,,,,1,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Barrita de Cereal Semillas,Barrita de Cereal Semillas,440,12,56,20,8,,b,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Manzana Verde de La Patagonia,Manzana Verde de La Patagonia,50,0,12,0,0,1,c,"['en:beverages', 'en:unsweetened-beverages']"
True Protein Bar,True Protein Bar,390.625,31.25,37.5,18.75,6.25,,e,[]
Ice Rea,,20,,5,,,,unknown,[]
Queso Tofu Sabyi,Queso Tofu Sabyi,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:legumes']"
Choco Brownie,Choco Brownie,489.230769230769,6.15384615384615,63.0769230769231,23.0769230769231,3.07692307692308,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
harina de trigo,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
,,,,,,,,not-applicable,[]
Premio Rojo,Premio Rojo,22.5,0,5.75,0,,4,e,"['en:beverages', 'en:sweetened-beverages']"
Leche Actilife,Leche Actilife,41.6666666666667,5,5.41666666666667,0,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Arepas rellenas con queso light,,189.473684210526,5.26315789473684,30.5263157894737,5.26315789473684,4.21052631578947,,unknown,[]
Carve,Carve,346,50,34,1,32,,a,[]
Lasaña Precocida,Lasaña Precocida,338,11,71.1,1,3.6,1,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Papas Fritas Fosforitos,,533.33333333333,6.6666666666667,56.666666666667,30,,,e,"['en:salty-snacks', 'en:appetizers']"
Papas Fritas sabor a picante,,500,6.6666666666667,63.333333333333,26.666666666667,,,unknown,[]
Bagel de avena y masa madre,,283.333333333333,12.5,47.5,5,32.5,,unknown,[]
Lentejas con salchicha y papa,,61.5384615384615,4.61538461538461,10.7692307692308,1.15384615384615,4.61538461538461,,unknown,[]
Mini Oreo,Mini Oreo,500,5,67.5,22.5,2.5,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Panes,,,,,,,,unknown,[]
Pan,,,,,,,,unknown,[]
Masmai,,5,4,36,0,,,unknown,[]
Capuccino ligth,,18,1,8,2,,,unknown,[]
De todito,,223.529411764706,5.88235294117647,23.5294117647059,12.9411764705882,2.35294117647059,,unknown,[]
Te helado,,411.76470588235,0,100,0,,,unknown,[]
Te frio,,25,0,6.6666666666667,0,,,unknown,[]
Granola,,418.181818181818,10.9090909090909,36.3636363636364,10.9090909090909,12.7272727272727,,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
,,,,,,,,unknown,[]
Besi,,153.846153846154,1.53846153846154,36.9230769230769,,,,unknown,[]
Margarita Natural,,233.33333333333,6.6666666666667,60,26.666666666667,,,unknown,[]
Golpe con Todo,,533.33333333333,6.6666666666667,60,30,,,unknown,[]
Pan tajado linaza,,133.333333333333,6.66666666666667,22.2222222222222,2.22222222222222,2.22222222222222,,unknown,[]
Marshmello,,321.428571428571,3.57142857142857,78.5714285714286,,,,unknown,[]
Passionfruit pulp,,7.1428571428571,3.5714285714286,12.142857142857,0,0,,unknown,[]
Jabon Familiar,,,,,,,,unknown,[]
DeTodito Mix,,200,3,22,12,,3,c,"['en:salty-snacks', 'en:appetizers']"
Morcilla,,190.47619047619,3.17460317460317,22.2222222222222,9.52380952380952,,,unknown,[]
Arepa con chía y queso,,216.666666666667,7.5,24.1666666666667,10,3.33333333333333,,unknown,[]
Arepa de chocolo rellena con queso,,115.789473684211,4.21052631578947,15.7894736842105,3.68421052631579,1.05263157894737,,unknown,[]
Coronitas,,473.684210526316,5.26315789473684,71.0526315789474,18.4210526315789,,,unknown,[]
Piazza,,500,6.25,75,18.75,,,unknown,[]
Chocolate,,444.444444444444,3.7037037037037,81.4814814814815,11.1111111111111,,,unknown,[]
Pin pon,,350,,,,,,unknown,[]
Besitos,,321.428571428571,3.57142857142857,78.5714285714286,,,,unknown,[]
Tostados Bimbo,,409.090909090909,13.6363636363636,68.1818181818182,9.09090909090909,4.54545454545455,,unknown,[]
Comarrico Macarrón Queso,Comarrico Macarrón Queso,560,20,122,0,6,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Coolechera Leche Deslactosada Semidescremada,Coolechera Leche Deslactosada Semidescremada,50,3.5,5.5,1.5,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Algran Frijoles,Algran Frijoles,333.333333333333,20,56.6666666666667,2.5,5,,a,"['en:cereals-and-potatoes', 'en:legumes']"
Alamar Atún Rallado en Agua,Alamar Atún Rallado en Agua,90.9090909090909,16.3636363636364,1.81818181818182,1.81818181818182,,3,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Raw Sugar,Providencia Azúcar Morena Sin Refinar,20,0,5,0,0,4,b,"['en:sugary-snacks', 'en:sweets']"
Fideos Pastas La Nieve,Fideos Pastas La Nieve,350,13.75,75,0,3.75,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Vidalia Vital Chocolate,Vidalia Vital Chocolate,500,7.5,40,45,10,4,d,"['en:sugary-snacks', 'en:chocolate-products']"
RSAA0217502,,140,14,24,,4,,unknown,[]
Bon o Bon,Bon o Bon,556,9.1,48,36,3.4,4,e,"['en:sugary-snacks', 'en:sweets']"
Bebida de coco sabor original,,22.5,0.5,1,2,1,,unknown,[]
Mix Crunch,,60,0.5,14,,2,,unknown,[]
Alpin,Alpin,100,3.5,14,3.5,0,,e,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Smart Bites,Smart Bites,400,10,90,0,0,,not-applicable,[]
Original Hawaiian Sweet Rolls,Original Hawaiian Sweet Rolls,321.428571428571,10.7142857142857,57.1428571428571,7.14285714285714,,,unknown,[]
Leche Pasteurizada Semidescremada,Leche Pasteurizada Semidescremada,50,3,5,1.5,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Salmon   Ahumado,,160,18,2,8,,,unknown,[]
Granola Crocante Almendras y Pasas de Uva,Granola Crocante Almendras y Pasas de Uva,384,7.6,70,9.3,6.1,4,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Aromática,,,,,,,,unknown,[]
Frijol rayado,,300,20,61.6,0.83,1.5,,unknown,[]
Bar,,100,2.20000004768372,,20,,,unknown,[]
Galleta de coco,,220,2,36,8,1,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Avena instantánea sabor canela,,200,5,43,2.5,,,unknown,[]
Froot mix,,10,2,30,0,,,unknown,[]
Yogurt tradicional con trozos de fruta Coco,,140,20,30,0,,,unknown,[]
Chile con carne,,110,6,14,3,,,unknown,[]
Arepa,Arepas Con Queso,255,6.66666666666667,31.6666666666667,12,3.33333333333333,,unknown,[]
Colágeno hidrolizado,,120,11,3,,,,unknown,[]
Talento Dark 50% Cacau Café,Talento Dark 50% Cacau Café,515.151515151515,6.06060606060606,63.6363636363636,30.3030303030303,6.06060606060606,4,e,"['en:sugary-snacks', 'en:chocolate-products']"
Salsa de piñas,,,,,,,,unknown,[]
Frijol caraota,,300,23.333333333333,58.333333333333,0,,,unknown,[]
Top Terra,,,,,,,,unknown,[]
pan Pullman blanco,,,,,,,,unknown,[]
Malteada sabor vainilla,,5,0,29,3.5,,,unknown,[]
Reducción de vinagre balsámico de modena,,20,0,5,0,,,unknown,[]
7703188996096,,170,12,9,6,8,,unknown,[]
Piolo,,150,3,,8,1,,unknown,[]
Tomates secos,,233.333333333333,3.33333333333333,43.3333333333333,5,,,unknown,[]
Helado de brownie,,128,2,9,9,,,unknown,[]
Beer,,,,,,,,unknown,[]
Beo,,350,5,80,,,,unknown,[]
Queso pera,,130,9,2,9,1,,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
Vive 100 Zero,Vive 100 Zero,0,0,0.6,0,0.51,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Besos,,150,2,21,6,,,unknown,[]
,,,5,15,7,2,,unknown,[]
,,,,,,,,unknown,[]
Galleta Wafer,,120,1,17,5,1,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Arepa de maíz con queso,,150,6,7,5,3,,unknown,[]
Yogur griego mora y arándano,,80,6,10.6666666666667,1.66666666666667,0.666666666666667,,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Queso tajado,,280,16,8,20,,,unknown,[]
Tosh Mix Primaveral,Tosh Mix Primaveral,485.714285714286,14.2857142857143,42.8571428571429,31.4285714285714,8.57142857142857,,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Tostado integral,Tostadas Integrales,386.666666666667,14,70,7.66666666666667,9.66666666666667,,unknown,[]
Queso mozzarella tajada,,70,5,,5,,,unknown,[]
Gaseosa uva,,18.75,0,4.58333333333333,0,,,unknown,[]
Vitalxlim,,200,,,,66.6666666666667,,unknown,[]
Barra de cereal,,150,5,17,8,2,,unknown,[]
Banano Pasa,,,,,,,,unknown,[]
Alpinito (grande),,120,4,19,3.5,,,unknown,[]
embrion de pato,,,,,,,4,unknown,[]
Palomitas,,500,,55.5555555555556,27.7777777777778,16.6666666666667,,unknown,[]
Mortadela de Cerdo,Mortadela de Cerdo,210.526315789474,13.1578947368421,5.26315789473684,15.7894736842105,0,,d,"['en:fish-meat-eggs', 'en:processed-meat']"
Top Tea,Top Tea,0,0,0,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Grissly,,332,0,86,0,,,unknown,[]
Galletas de Navidad Sabor a Chocolate y Vainilla,Galletas de Navidad Sabor a Chocolate y Vainilla,466.666666666667,6.66666666666667,76.6666666666667,13.3333333333333,0,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
kola granulada mk,,,,,,,,unknown,[]
Morcilla,,267.605633802817,7.04225352112676,28.169014084507,14.0845070422535,1.40845070422535,,unknown,[]
Chicharrón carnudo limón,Chicharrones De Cerdo (Limón),613.333333333333,52,0,45.3333333333333,,,unknown,[]
Hatsu barra,,320,12,60,12,12,,unknown,[]
Giger Ale,,29.1666666666667,,7.5,,,,unknown,[]
Colorey,Colorey,,,,,,4,unknown,[]
Comino,Comino,,,,,,4,not-applicable,[]
Panela Colombia,Panela Colombia,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
Jalapeños,,,6.66666666666667,,,,,unknown,[]
7701001666560,,384.615384615385,7.69230769230769,76.9230769230769,3.84615384615385,7.69230769230769,,unknown,[]
Protein pancake,,320,30,42,4,2,,unknown,[]
Crema de Leche,,248,2.52,3.6,25.2,0,,unknown,[]
CORAZONES DE ALCACHOFAS,CORAZONES DE ALCACHOFAS,22,1.4,4,0,,,unknown,[]
PALMITOS ENTEROS,PALMITOS ENTEROS,26,1.5,3,0.5,0,3,c,[]
Cereal,,400,5,90,,,,unknown,[]
Maní con Pasas,Maní con Pasas,566.666666666667,23.3333333333333,30,40,10,3,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Arroz chocolatado,,,,,,,4,unknown,[]
papas fritas kythos sabor limon,,,,,,,,unknown,"['en:salty-snacks', 'en:appetizers']"
Ticos Queso,Ticos Queso,447.368421052632,5.26315789473684,76.3157894736842,13.1578947368421,5.26315789473684,4,e,[]
Aceite de girasol,,80,0,0,5,0,,unknown,[]
7Up,7Up,0,0,0,0,0,4,c,"['en:beverages', 'en:sweetened-beverages']"
Frizz Manzana,Frizz Manzana,20.8333333333333,0,5,0,0,4,d,"['en:beverages', 'en:sweetened-beverages']"
280,,280,4,24,19,3,,unknown,[]
Healthy sports,,600,60,7,6,3,,unknown,[]
Chocolate sabor tradicional,,150,1,24,5,,,unknown,[]
7700604256256,,45.8333333333333,3.33333333333333,4.16666666666667,1.66666666666667,,,unknown,[]
Pernil De Cerdo Ahumado,,50,7,2,1.5,,,unknown,[]
Zumo arandanos,,0,0,2,0,0,,unknown,[]
חטיפי קרקר עם חיטה מלאה,,426,10,70,11,6,,unknown,[]
Salsita negra,,,,,,,,unknown,[]
Achiras,,390,18,42,18,0,,unknown,[]
Orange Juice,,1,2,26,0,2,,unknown,[]
Pan Blanco English Muffins Tradicional,,243.283582089552,8.2089552238806,47.7611940298507,2.83582089552239,1.7910447761194,,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Atún,,178,24,0,9,0,,unknown,[]
Queso pera,,244.444444444444,22.2222222222222,,17.7777777777778,,,unknown,[]
Él Buen Gusto,Él Buen Gusto,,,,,,1,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Soy plus,,,,,,,4,unknown,[]
Salsa con Ají,,4,0,1,0,0,,unknown,[]
Almond flour,,466.66666666667,20,20,50,10,,unknown,[]
Chipsy z plantana solone,,516.666666666667,2.66666666666667,70,23,10,3,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Felicidades ponqué de chocolate extra fino,,190,4,24,9,4,,unknown,[]
Capuchino clasico,Capuchino clasico,431,6,79.2,10,1.3,4,unknown,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
Turbanana,,497,2.62,70,23,10.4,,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Organic broth power,,416.66666666667,0,83.333333333333,4.1666666666667,0,,e,"['en:composite-foods', 'en:one-dish-meals']"
Yogurt,,100,14,9,0.5,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Atun lomos en agua,,60,13,2,0.3,0,,unknown,"['en:fish-meat-eggs', 'en:fish-and-seafood']"
"Gelatina Frutiño, sabor cereza","Gelatina Frutiño, sabor cereza",75,2.5,15,0,,4,not-applicable,[]
Avena  instantánea,,400,10,75,7.5,10,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Galletas integrales con miel EQUILIBRIO,,130,3,24,2.5,3,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
propol t,propol t,,,,,,,unknown,[]
