product_name,product_name_es,energy-kcal_100g,proteins_100g,carbohydrates_100g,fat_100g,fiber_100g,nova_group,nutrition_grades,food_groups_tags
takis fuego,,489,5.9,65,24,5.5,,d,"['en:salty-snacks', 'en:appetizers']"
Cerveza,Cerveza,,,,,,,not-applicable,['en:alcoholic-beverages']
Natilla Tres Leches,Natilla Tres Leches,150,3.6,34,0,0,4,c,"['en:milk-and-dairy-products', 'en:dairy-desserts']"
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Crackers,,428,11,79,7.7,3.1,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Galletas rellenas de fruta,,413.79310344828,6.8965517241379,75.862068965517,6.8965517241379,3.448275862069,,unknown,[]
,,,,,,,,unknown,[]
jumbo,jumbo,,,,,,4,unknown,"['en:sugary-snacks', 'en:sweets']"
Salsa rosa,,166.666666666667,0.666666666666667,14,14,0,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Alpin,Alpin,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Don Olio Line,Don Olio Line,342,0,0,38,,2,d,"['en:cereals-and-potatoes', 'en:cereals']"
lenteja,lenteja,,,,,,,unknown,[]
Vita Latti Yogurt Descremado Light en Calorías,Vita Latti Yogurt Descremado Light en Calorías,,,,,,4,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Aceite de Girasol,Aceite de Girasol,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Syrup,Syrup,,,,,,,unknown,[]
,,,,,,,,unknown,[]
conserva de salmón con aceite,conserva de salmón con aceite,116.666666666667,19.2982456140351,0,4.3859649122807,0,,unknown,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
,,,,,,,,unknown,[]
,,210.526315789474,0.263157894736842,52.6315789473684,0,0.526315789473684,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Hershey's Chococereal,,,,,,,,unknown,[]
Crema de Leche,Crema de Leche,,,,,,,unknown,[]
Maní Salado,Maní Salado,,,,,,4,unknown,[]
galletas de arroz inflado,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Barquillos de Chocolate. Galletas wafferr,,444.444444444444,5,77.7777777777778,13.3333333333333,3.33333333333333,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Pancakes Waffles,,364,3.3,23,1.4,3.8,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Salsa Teriyaky,Salsa Teriyaky,,,,,,,unknown,[]
Hatsu,,,,,,,,unknown,[]
Chocolate Corona 0% Azúcar,Chocolate Corona 0% Azúcar,64,3.9,6.1,2.6,0,4,unknown,[]
Tostadas Integrales,Tostadas Integrales,68,2.2,13.2,0.9,0.7,4,b,"['en:cereals-and-potatoes', 'en:bread']"
Trocillos,Trocillos,,,,,,4,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
ACEITE DE AGUAGATE,ACEITE DE AGUAGATE,,,,,,,unknown,[]
dulce de mora,dulce de mora,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
,,,,,,,,unknown,[]
Brownie  azúcar,,438.571428571429,6.71428544180734,55.7142857142857,21.4285714285714,1.71428578240531,,unknown,[]
Snack Horneado de Mi Tierra,Snack Horneado de Mi Tierra,100,2.60869565217391,52.1739130434783,5.65217391304348,2.60869565217391,4,c,[]
Galletas Tosh Naranja,,175.806451612903,0,0,1.25,,,unknown,[]
,,,,,,,,unknown,[]
Ravioli de pollo,Ravioli de pollo,383,14,62,9.8,4.5,4,a,"['en:cereals-and-potatoes', 'en:cereals']"
Condimento Completo NATUREY,Condimento Completo NATUREY,351,10,72,2.6,10,2,not-applicable,"['en:cereals-and-potatoes', 'en:cereals']"
Leche en polvo,Leche en polvo,352,36.4,52,0,,,e,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Agua De Manzana Con Gas,Agua De Manzana Con Gas,0,0,0,0,0,1,b,"['en:beverages', 'en:waters-and-flavored-waters']"
Queso Mozzarella tajado,Queso Mozzarella tajado,340,23,3.4,26,,3,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
Mr. Tea,Mr. Tea,20,0,5.9,0,0,4,d,"['en:beverages', 'en:sweetened-beverages']"
"Lomos de atún (Ensalada con Atún, maiz y vegetales)","Lomos de atún (Ensalada con Atún, maiz y vegetales)",162,15,7.7,7.9,0,1,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
,,,,,,,,,
,,,,,,,,unknown,[]
Taeq Tostadas de Arroz con Quinoa,Taeq Tostadas de Arroz con Quinoa,368,7.6,84,1.2,4.4,3,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
,,,,,,,,unknown,[]
,,,,,,,,,
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,30,0,7.5,0,,,unknown,[]
Maizitos - Ramo - Ramo - Ramo - Ramo - Ramo,,70.422532967033,0.633983516483516,6.03791758241758,3.01896153846154,0.452846153846154,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Cheese Tris,,500,10,60,25,,,e,"['en:milk-and-dairy-products', 'en:cheese']"
De todito mix,,250,10,27,15,3,4,unknown,"['en:cereals-and-potatoes', 'en:potatoes']"
,,,,,,,,unknown,[]
Whisky escocés Buchanan's Special Reserve 18 años,Whisky escocés Buchanan's Special Reserve 18 años,,,,,,,unknown,[]
Coca cola sin azucar,,0,0,0,0,,,b,[]
arequipe,arequipe,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
Papas,Papas,540,6.3,57,33,2.7,3,e,"['en:salty-snacks', 'en:appetizers']"
PAN VITA MULTICEREALES,Pan Vital multicereal,263,13,48,4,8.7,4,c,"['en:cereals-and-potatoes', 'en:bread']"
OMI Maracuyá,OMI Maracuyá,0,0,0,0,,,unknown,[]
Yourt,Yoghurt Griego 0%,58,10,4.4,0,0,,unknown,[]
Tomates Pelados Enteros,,20,1,4,0,1,,unknown,[]
Fit Cook Mogolla Integral Miel con Uvas Pasas,Fit Cook Mogolla Integral Miel con Uvas Pasas,272.5,10,52.5,3.75,22.5,4,c,"['en:cereals-and-potatoes', 'en:bread']"
Yogurt Con Trozos De Fruta,Yogurt Con Trozos De Fruta,77,2.4,12,2.1,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Bio Seven Granola Frutos Rojos con Quinoa,Bio Seven Granola Frutos Rojos con Quinoa,207.5,17.5,20,17.5,,1,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Müsli Arándanos,Müsli Arándanos,366.666666666667,6.66666666666667,86.6666666666667,1.66666666666667,6.66666666666667,3,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Chocapic,,366.666666666667,6.66666666666667,80,5,6.66666666666667,,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
,,,,,,,,unknown,"['en:salty-snacks', 'en:appetizers']"
White Chocolate Hazelnut,,603,16,30,50,13,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Avena Sin Azucar,,16,0.5,2.2,0.6,0,,a,"['en:beverages', 'en:plant-based-milk-substitutes']"
,,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
ACT II sabor Mantequilla,ACT II sabor Mantequilla,470,8,52,26,9,4,e,[]
Limonada de Coco Refresco,Limonada de Coco Refresco,400,0,100,0,0,,unknown,"['en:beverages', 'en:sweetened-beverages']"
Chokis,Chokis,473.684210526316,4.73684210526316,68.4210526315789,26.3157894736842,15.7894736842105,4,d,[]
Hony Bran,Hony Bran,424.242424242424,6.06060606060606,75.7575757575758,12.1212121212121,3.03030303030303,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
DELIPAVO,DELIPAVO,260,16,0,22,0,,unknown,[]
Fitness Frutos Rojos,Fitness Frutos Rojos,409.090909090909,4.54545454545455,72.7272727272727,13.6363636363636,4.54545454545455,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
MILO,MILO,,,,,,,unknown,[]
Colombiana,Colombiana,200,0,50,0,0,4,e,"['en:beverages', 'en:sweetened-beverages']"
La Constancia Mermelada de Mora,La Constancia Mermelada de Mora,233.333333333333,0,60,0,0,,d,"['en:sugary-snacks', 'en:sweets']"
Papas margarita sabor pollo,,,,,,,,unknown,[]
Rosquitas de Queso,Rosquitas de Queso,400,13.3333333333333,66.6666666666667,6.66666666666667,0,3,a,[]
Cumbre Fuerte,Cumbre Fuerte,,,,,,1,unknown,"['en:beverages', 'en:unsweetened-beverages']"
Chips Ahoy!,Chips Ahoy!,466.666666666667,4.44444444444444,68.8888888888889,20,2.22222222222222,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Alpina Yogur Original Mora,Alpina Yogur Original Mora,70,3,10.5,2,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Instacrem Light,Instacrem Light,6,0,1.4,0.2,0,,unknown,[]
,,,,,,,,unknown,[]
Lomitos de Atún en Agua,Lomitos de Atún en Agua,,,,,,3,e,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Nescafé Gold,Nescafé Gold,,,,,,1,unknown,[]
Nabisco Ritz Galletas Queso Six Pack,Nabisco Ritz Galletas Queso Six Pack,500,5.8,61.7,23.5,0,4,e,[]
Mejillones al natural,Mejillones al natural,,,,,,,unknown,"['en:fish-meat-eggs', 'en:fish-and-seafood']"
Jamón de cerdo pietran,,,,,,,,unknown,[]
Avena Original,Avena Original,80,2,13.5,2,0.5,4,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
Muesli Croustillant Chocolat Caramel,,461,9,61,18,9.7,4,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
ACT II sabor Natural,ACT II sabor Natural,,,,,,3,a,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Choco lyne,,0.5,0.5,1,0.25,0.5,,unknown,[]
82% Cacao Supreme Dark,82% Cacao Supreme Dark,560,12,22,44,,4,d,"['en:sugary-snacks', 'en:chocolate-products']"
Infusion Herbal Frutos Rojos,Infusion Herbal Frutos Rojos,,,,,,4,unknown,"['en:beverages', 'en:artificially-sweetened-beverages']"
Palitroques,Palitroques,437.5,12.5,75,9.375,6.25,3,d,"['en:cereals-and-potatoes', 'en:cereals']"
Kumis El Original,Kumis El Original,91,3.1,13,3,0,3,e,"['en:beverages', 'en:sweetened-beverages']"
Galleta integral con 9 grants,,423.076923076923,7.6923076923077,76.923076923077,19.2307692307692,11.5384615384616,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Gelatina frutino sabor a frutos rojos,Gelatina frutino sabor a frutos rojos,,,,,,4,not-applicable,"['en:sugary-snacks', 'en:sweets']"
bocaditos,bocaditos,160,5,12,10,3,4,b,"['en:fruits-and-vegetables', 'en:fruits']"
Hatsu Bites con Mango y Chia Cubiertos con Yogurt,Hatsu Bites con Mango y Chia Cubiertos con Yogurt,400,8,64,18,12,4,d,[]
Granola Light Mix de Frutas,Granola Light Mix de Frutas,236.363636363636,7.27272727272727,74.5454545454545,5.45454545454545,36.3636363636364,,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
San Jorge Mermelada de Frutos Rojos,San Jorge Mermelada de Frutos Rojos,233.333333333333,0,60,0,0,,d,"['en:sugary-snacks', 'en:sweets']"
Granola,Granola,418.18181818182,9.0909090909091,72.727272727273,9.0909090909091,12.727272727273,,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Taeq Cuadritos de Avena,Taeq Cuadritos de Avena,400,10,80,3.33333333333333,3.33333333333333,,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Pastillas Chao cerez,Pastillas Chao cerez,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
Avena Original,Avena Original,79.1666666666667,2.08333333333333,13.3333333333333,1.875,0.416666666666667,,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
Tocineta Ahumada Burger,Tocineta Ahumada Burger,200,15,5,15,0,4,e,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
0% Grasa Baja en Colesterol,0% Grasa Baja en Colesterol,33.3333333333333,3.33333333333333,5,0,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Leche Entera,Leche Entera,54.1666666666667,2.5,4.16666666666667,2.91666666666667,0,,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
gelatinas fruto jelly,gelatinas fruto jelly,,,,,,,not-applicable,[]
saltines noel,saltines noel,,,,,,,unknown,[]
Froot Loops,Froot Loops,120,2,26,0.5,0,4,c,"['en:cereals-and-potatoes', 'en:cereals']"
,,,,,,,,unknown,[]
Mezcla de maní almendra y marañon,Mezcla de maní almendra y marañon,,,,,,,unknown,"['en:salty-snacks', 'en:nuts']"
Avena UHT Sabor a Canela,Avena UHT Sabor a Canela,75,2.5,11,2.5,0,4,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
galletas saladas crujientes,galletas saladas crujientes,406.25,9.375,78.125,6.25,3.125,3,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Club Colombia Dorada,Club Colombia Dorada,39.6969696969697,,,,,3,not-applicable,['en:alcoholic-beverages']
Bebida Energizante sin Azúcar,Bebida Energizante sin Azúcar,0,0,0,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Bebida hidratante sabor tropical,Bebida hidratante sabor tropical,,,,,,4,unknown,[]
Bebida Gaseosa Hipinto,Bebida Gaseosa Hipinto,45.8333333333333,0,11.25,0,0,3,e,"['en:beverages', 'en:sweetened-beverages']"
Chocolatinas Jet,Chocolatinas Jet,70,1,58,33,,,e,"['en:sugary-snacks', 'en:chocolate-products']"
Trululú Oro,Trululú Oro,375,8.33333333333333,83.3333333333333,0,0,4,e,"['en:sugary-snacks', 'en:sweets']"
Fitness Fruits,Fitness Fruits,400,6.66666666666667,80,3.33333333333333,10,4,b,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Kellogg's Corn Flakes,Kellogg's Corn Flakes,366.666666666667,6.66666666666667,86.6666666666667,0,3.33333333333333,3,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Soy Plus Sin Lactosa Vainilla,Soy Plus Sin Lactosa Vainilla,454.545454545455,21.2121212121212,48.4848484848485,18.1818181818182,0,4,e,"['en:cereals-and-potatoes', 'en:legumes']"
,,,,,,,,unknown,[]
Tostada Centregranos,Tostada Centregranos,360,10,50,10,10,,c,"['en:cereals-and-potatoes', 'en:bread']"
Arepa de yuca con queso,,321.666666666667,8.33333333333333,53.3333333333333,8.33333333333333,,,unknown,[]
Jamón de pavo Premium 2 tajadas,,119.047619047619,19.047619047619,4.76190476190476,2.38095238095238,,,unknown,[]
Don Chicharrón Barbecue,Don Chicharrón Barbecue,571.428571428571,57.1428571428571,0,37.1428571428571,0,,e,[]
Hatsu Mix de Nueces y Frutas Cubiertas con Yogurt,Hatsu Mix de Nueces y Frutas Cubiertas con Yogurt,525,20,35,37.5,10,4,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Tostacos Picantes,Tostacos Picantes,500,10.5263157894737,10.5263157894737,23.6842105263158,5.26315789473684,3,e,[]
,,,,,,,,unknown,[]
Leche Entera Maxilitro,Leche Entera Maxilitro,60,3,5,3,0,,c,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Mamma Quinoa Miel de Abeja,Mamma Quinoa Miel de Abeja,400,13.3333333333333,73.3333333333333,6.66666666666667,10,,b,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Consciente Mix Garbanzos y Quinoa,Consciente Mix Garbanzos y Quinoa,533.333333333333,16.6666666666667,43.3333333333333,33.3333333333333,16.6666666666667,4,c,"['en:salty-snacks', 'en:nuts']"
Fire Kids Sandia,Fire Kids Sandia,307.692307692308,,,0,,4,unknown,"['en:sugary-snacks', 'en:sweets']"
Café Instantáneo Polvo,Café Instantáneo Polvo,,,,,,,unknown,[]
Vanicanela,Vanicanela,,,,,,1,unknown,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
Endulzante natural,,,,,,,,unknown,[]
,,400,10,65,10,0,,e,"['en:sugary-snacks', 'en:sweets']"
Salsa de Tomate,Salsa de Tomate,22.7272727272727,0,4.54545454545455,0,0,4,b,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Mixtura de Frutos Secos y Arandanos,Mixtura de Frutos Secos y Arandanos,600,16.6666666666667,33.3333333333333,43.3333333333333,6.66666666666667,3,d,"['en:salty-snacks', 'en:nuts']"
Colombiana Sin Calorías,Colombiana Sin Calorías,0,0,0,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Uvalina tomates cherry,,,,,,,,unknown,"['en:fruits-and-vegetables', 'en:vegetables']"
Bon nuit dietary supplement,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Queso pera,Queso pera,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
,,,,,,,,unknown,[]
Mr.Tea Cero Calorías Durazno,Mr.Tea Cero Calorías Durazno,0,0,0.416666666666667,0,0,,b,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
Miel de abejas,Miel de abejas,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
,Rizadas Mayonesa,540,4.8,56,34.4,5.6,,unknown,[]
Nachos,,,,,,,,unknown,[]
Mountain Food Maní con Sal,Mountain Food Maní con Sal,700,30,20,50,0,3,e,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Helado Artesanal Cookies and Cream,Helado Artesanal Cookies and Cream,186.666666666667,2.66666666666667,30.6666666666667,6.66666666666667,1.33333333333333,4,d,"['en:milk-and-dairy-products', 'en:ice-cream']"
,,,,,,,,unknown,[]
Leche de Soya 40 y Tantos Sabor Original,Leche de Soya 40 y Tantos Sabor Original,636.363636363636,45.4545454545455,84.8484848484848,15.1515151515152,6.06060606060606,4,d,"['en:cereals-and-potatoes', 'en:legumes']"
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Frijol Calima,Frijol Calima,350,20,,3.33333333333333,,,a,"['en:cereals-and-potatoes', 'en:legumes']"
Chocolate,Chocolate,297,20,50.2,1.3,,,unknown,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
,Avena En Hojuelas Sabor Vainilla,358.333333333333,13.75,66.6666666666667,7.08333333333333,14.5833333333333,,unknown,[]
La especial,La especial,526.666666666667,14,50,29.6666666666667,6.66666666666667,,unknown,[]
Yogurt,Yogurt,,,,,,,unknown,[]
Colombia Papas Fritas,,,,,,,,unknown,[]
Fruco Salsa Rosada,,35,0,2,3,0,,b,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Penne Rigate,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
,,337.5,12.5,76.25,0,3.75,,a,"['en:cereals-and-potatoes', 'en:cereals']"
SunTea Limón,SunTea Limón,,,,,,,unknown,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']"
Insta crem,Insta crem,,,,,,4,unknown,[]
Cerezas Marrasschino,Cerezas Marrasschino,0,0,0,0,0,4,a,"['en:fruits-and-vegetables', 'en:fruits']"
,,,,,,,,unknown,[]
Tocineta,Tocineta,233.333333333333,6.66666666666667,6.66666666666667,20,0,,d,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
La Lechera,,0.3,6.66666666666667,56.6666666666667,6.66666666666667,0,,d,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Dulce de Leche,Dulce de Leche,2.5,1,17,1.5,,,c,"['en:sugary-snacks', 'en:sweets']"
Platanitos verdes,Platanitos verdes,535.714285714286,0,57.1428571428571,35.7142857142857,7.14285714285714,,d,[]
Avena en Hojuelas Precocida,Avena en Hojuelas Precocida,409.090909090909,18.1818181818182,68.1818181818182,6.81818181818182,9.09090909090909,,a,"['en:cereals-and-potatoes', 'en:cereals']"
queso mozzarela entero,queso mozzarela entero,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:cheese']"
Alimento liquido de coco,,,,,,,,unknown,[]
Bicarbonato de sodio,Bicarbonato de sodio,,,,,,1,not-applicable,[]
Sour Glowworms,Sour Glowworms,168,3,38,0,0,4,c,"['en:sugary-snacks', 'en:sweets']"
Carne de res cruda molida,Carne de res cruda molida,150,20,5,6,0,4,c,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
Tocineta premium,Tocineta premium,320,20,8,24,0,4,d,"['en:fish-meat-eggs', 'en:processed-meat']"
,,,,,,,,unknown,[]
Tomates Peritas,Tomates Peritas,19,0.7,3.5,0,0.6,1,a,"['en:fruits-and-vegetables', 'en:vegetables']"
Pistachos Horneados con Sal,Pistachos Horneados con Sal,566.666666666667,16.6666666666667,30,43.3333333333333,10,3,c,"['en:salty-snacks', 'en:nuts']"
,,,,,,,,unknown,[]
Doria Spaghetti,Doria Spaghetti,350,13.75,73.75,0,5,,a,"['en:cereals-and-potatoes', 'en:cereals']"
Agua sin gas,Agua sin gas,0,0,0,0,0,,a,"['en:beverages', 'en:unsweetened-beverages']"
,,,,,,,,unknown,[]
"Parsnip, Sweet Potato and Beetroot Chips",,500,3.5714285714286,60.714285714286,25,3.5714285714286,,unknown,[]
Leche Semidescremada LÄKTOLAND,Leche Semidescremada LÄKTOLAND,50,2.91666666666667,4.58333333333333,2.08333333333333,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
BBC Cerveza Roja Tipo Bitter Monserrate,BBC Cerveza Roja Tipo Bitter Monserrate,,,,,,3,not-applicable,['en:alcoholic-beverages']
,Lentejas,362,25,63,1.1,11,,unknown,[]
Ponky,,1309.52380952381,,,,,,unknown,[]
AGUA MÁS,AGUA MÁS,,,,,,1,unknown,"['en:beverages', 'en:waters-and-flavored-waters']"
Mortadela Zenú pollo,,,,,,,,unknown,[]
Barks Fresa,Barks Fresa,560,8,48,36,8,3,e,"['en:sugary-snacks', 'en:chocolate-products']"
Jamón de pavo Casablanca S.A.,Jamón de pavo Casablanca S.A.,0.184210526315789,15.7894736842105,2.63157894736842,1.31578947368421,0,4,d,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
Salsa de Tomate,Salsa de Tomate,100,6.66666666666667,20,0,6.66666666666667,4,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
frijoles con tocino frescampo,frijoles con tocino frescampo,0.0769230769230769,5.38461538461539,13.8461538461538,1.15384615384615,4.61538461538461,4,b,"['en:cereals-and-potatoes', 'en:legumes']"
Platanitos Fritos Don Jose,Platanitos Fritos Don Jose,0.535714285714286,0,60.7142857142857,32.1428571428571,0,3,d,[]
Riovalle Pistachos,Riovalle Pistachos,600,20,23.3333333333333,46.6666666666667,10,3,c,"['en:salty-snacks', 'en:nuts']"
Leche en Polvo Entera Cosmolac,Leche en Polvo Entera Cosmolac,500,26.6666666666667,40,26.6666666666667,3.33333333333333,4,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Salchicha Viena BLONY,Salchicha Viena BLONY,0.125,10.4166666666667,4.16666666666667,6.25,0,4,c,"['en:fish-meat-eggs', 'en:meat', 'en:poultry']"
Tortillas Integrales,,258.06451612903,9.6774193548387,51.612903225806,3.2258064516129,,,d,"['en:cereals-and-potatoes', 'en:bread']"
Vinagrete Salad Dressing,,50,0,13.333333333333,0,,,unknown,[]
Yogurt mora Celema,Yogurt mora Celema,105,2.5,17.5,3,0,4,e,"['en:beverages', 'en:sweetened-beverages']"
fosforitos,fosforitos,500,6.66666666666667,60,26.6666666666667,3.33333333333333,3,d,"['en:cereals-and-potatoes', 'en:potatoes']"
Salsa de tomate Ekono,Salsa de tomate Ekono,100,0,26.6666666666667,0,0,4,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
,,,,,,,,unknown,[]
Pan para Hamburguesa,Pan para Hamburguesa,127.272727272727,5.45454545454545,0,1.81818181818182,4.54545454545455,,a,"['en:cereals-and-potatoes', 'en:bread']"
